S_MASS,P_PERIOD,P_DISTANCE,P_HABITABLE
0.84,3.0403304,0.038745074,0
1.06,4.1904256,0.051854159,0
0.92,3.7098707,0.045604882,0
0.94,16.329762,0.12336882,0
0.81,27.807563,0.16740941,0
1.36,4.8854892,0.06067,0
0.98,80.872064,0.36345498,0
0.88,10.355332,0.089079915,0
0.9,10.526294,0.090734837,0
1.18,4.5835218,0.057051853,0
0.97,3.7618211,0.046848845,0
0.53,56.056054,0.23192623,1
0.87,41.408313,0.22356699,0
0.8,2.2374927,0.031072817,0
0.97,3.1678919,0.041777941,0
0.8,16.08525,0.11574212,0
0.94,4.3472855,0.051054138,0
0.84,23.589144,0.1518486,0
0.84,21.022477,0.14062372,0
0.84,226.89047,0.68677348,0
0.98,7.411141,0.073876838,0
1.09,8.098888,0.081208593,0
1.04,10.00653,0.092054072,0
0.83,10.371685,0.08745174,0
0.88,4.4084002,0.0504109,0
1.18,2.0523499,0.033391645,0
0.99,5.0073178,0.057076595,0
0.95,4.7083265,0.054033339,0
0.82,5.3920254,0.056313881,0
1.03,4.0935733,0.050565814,0
1.03,105.14475,0.44019697,0
0.92,4.0822751,0.048607916,0
0.9,3.3149463,0.041999236,0
0.88,39.643178,0.21799646,0
0.88,21.804511,0.14634168,0
0.89,5.1544844,0.056160338,0
0.95,5.7434773,0.061688001,0
0.94,3.1663537,0.041329338,0
1.05,6.4916828,0.0694,0
1.05,2.8518834,0.03997,0
1.03,3.8556036,0.048586641,0
0.49,9.467814,0.069035858,0
0.49,0.89304124,0.014305045,0
0.9,20.834247,0.14303499,0
0.85,6.1048529,0.06191074,0
0.85,11.51517,0.094513991,0
0.86,3.601472,0.043718212,0
0.51,28.599154,0.14619586,0
0.86,24.587216,0.15733136,0
0.93,12.532485,0.10304541,0
1.18,7.340711,0.0781,0
0.91,3.5841012,0.044406191,0
1.16,7.0390237,0.07550989,0
0.76,8.3608682,0.073555475,0
0.94,3.1792629,0.041441595,0
0.94,12.062224,0.10081004,0
1.04,9.9314356,0.091592945,0
0.91,3.4815925,0.043555397,0
0.82,35.617606,0.19825493,0
1.07,7.4074279,0.076047062,0
0.79,17.317166,0.12106998,0
0.91,8.8849116,0.09508841,0
1.15,9.4288718,0.091491762,0
1.15,4.0889902,0.052418696,0
0.87,17.444906,0.12564014,0
0.87,18.827473,0.13219367,0
0.68,5.747725,0.055208995,0
1.06,14.559624,0.11895379,0
0.82,1.2690904,0.021467222,0
0.82,2.8531336,0.036840788,0
0.82,1.2248663,0.020965567,0
1.08,1.0226788,0.020377159,0
1.16,12.10971,0.10841384,0
1.16,4.7579399,0.058157828,0
1.16,20.49662,0.15397506,0
1.16,8.1934719,0.083555338,0
1.04,41.805985,0.23878827,0
1.2,1.5449298,0.0274,0
0.89,8.7041942,0.079638904,0
0.89,2.4669744,0.034362333,0
0.95,10.128048,0.090039815,0
1.06,3.7705521,0.048329778,0
0.84,1.1965516,0.020807676,0
0.92,7.3368394,0.071852989,0
1.05,27.665523,0.18191364,0
1.1,6.100278,0.067433164,0
0.96,161.52801,0.57248646,0
0.82,11.391003,0.092716168,0
1.19,7.42609,0.078922109,0
1.19,15.987017,0.13158413,0
0.95,3.5787809,0.04501,0
0.94,18.925403,0.13611801,0
0.94,1.4753223,0.024839533,0
0.94,4.1524472,0.049517067,0
1.03,8.7348584,0.083809364,0
0.98,12.992073,0.10740815,0
1.04,3.7491001,0.047841562,0
1.57,11.089572,0.11308873,0
0.92,0.97486893,0.018709821,0
0.83,4.8971878,0.05302737,0
0.58,5.728126,0.052238888,0
0.81,3.7557443,0.044069207,0
0.46,7.0971422,0.05578077,0
0.84,0.35500744,0.0092560906,0
1.01,0.67737516,0.015141521,0
0.81,13.214073,0.10194416,0
0.98,158.68533,0.56965179,0
0.93,4.2926464,0.050445289,0
1.0,31.592265,0.19553751,0
0.77,1.9737609,0.028218645,0
0.81,53.529349,0.25905932,0
0.65,0.9283105,0.016129076,0
1.16,8.3984627,0.084943226,0
1.01,8.6384772,0.082649738,0
1.17,13.4845,0.11701316,0
1.17,27.4029,0.18708415,0
1.17,52.0902,0.28708969,0
1.17,81.0659,0.38602779,0
0.84,13.734698,0.10588036,0
1.3,14.553976,0.12729513,0
1.09,11.301192,0.10140699,0
0.98,4.2415364,0.050925313,0
1.19,11.131251,0.10336842,0
0.94,29.619342,0.1834858,0
0.93,6.4008762,0.065841061,0
0.96,27.072377,0.17402738,0
1.19,13.719334,0.11882666,0
0.95,133.46052,0.5023264,0
1.21,3.5224991,0.0474,0
0.73,7.05246,0.0648,0
0.73,9.52355,0.0792,0
0.73,3.07222,0.0372,0
0.73,4.64489,0.0491,0
0.73,0.9867873,0.0175,0
0.73,14.64558,0.10546011,0
0.85,14.13176,0.10833781,0
0.67,11.419283,0.086821451,0
0.93,40.058747,0.22359845,0
1.05,50.286382,0.27093988,0
1.01,14.374574,0.11605931,0
1.01,9.6518502,0.088993249,0
1.19,30.863893,0.20401356,0
0.99,8.0921964,0.078601753,0
1.04,117.93109,0.47673046,0
0.76,0.63133235,0.013140728,0
0.99,55.63934,0.28421214,0
1.03,4.5972539,0.054632904,0
1.01,23.584477,0.16144857,0
1.45,10.117165,0.10359484,0
0.95,19.129473,0.1375792,0
1.15,6.1469851,0.068788675,0
1.25,8.5750355,0.088301927,0
0.9,10.506826,0.090622926,0
1.03,3.9901062,0.049710134,0
0.94,10.035386,0.08917468,0
0.86,33.199565,0.19220469,0
0.91,26.44,0.16830092,0
0.91,51.54,0.26260643,0
0.91,2.382961,0.034,0
0.91,5.902206,0.063,0
0.91,75.732,0.33950033,0
1.23,127.83381,0.53199609,0
0.84,1.9227987,0.028546872,0
1.06,3.2229693,0.04352936,0
0.98,4.1680908,0.050335729,0
1.15,4.5143663,0.055993812,0
1.03,3.7736006,0.047895265,0
1.03,8.1818246,0.080233439,0
1.05,4.4875891,0.054106325,0
0.93,51.929276,0.26583494,0
0.81,0.56785714,0.012507311,0
0.98,6.8833756,0.070326536,0
1.07,11.296951,0.10075772,0
0.99,5.6215394,0.061653555,0
0.92,7.1396941,0.070559999,0
0.64,18.7547,0.11902631,0
0.7,13.323883,0.097640377,0
1.08,11.419094,0.10179784,0
1.03,11.361123,0.099862588,0
0.85,16.560595,0.12042033,0
0.98,15.74958,0.12211366,0
1.22,37.814451,0.23554183,0
1.04,2.4957796,0.036474679,0
0.85,124.41984,0.46192945,0
0.78,1.2195683,0.020559465,0
1.02,2.0538798,0.031824356,0
0.59,2.6130209,0.031133083,0
0.79,0.92785982,0.017207066,0
0.94,19.807922,0.14031738,0
0.83,2.3432319,0.032439869,0
1.01,6.9113442,0.071229248,0
1.23,394.62449,1.1278915,0
1.06,7.1930388,0.074339525,0
0.89,8.5069966,0.078431478,0
1.19,44.93098,0.26205301,0
1.3,7.1689246,0.079395036,0
1.17,2.1446328,0.034287841,0
1.03,7.8866311,0.078291807,0
0.96,8.0276806,0.077385577,0
0.99,85.351294,0.37803155,0
0.96,76.13602,0.34673161,0
0.81,20.381776,0.136092,0
1.04,5.1013794,0.058746106,0
0.82,3.9496314,0.045759915,0
0.88,3.1486645,0.040279868,0
0.96,15.594619,0.12048042,0
1.0,5.8337609,0.063407696,0
0.93,14.163993,0.11180495,0
0.75,2.6170325,0.033760022,0
0.92,150.24213,0.53781553,0
0.93,5.0325179,0.056086812,0
0.97,40.428776,0.22815354,0
1.1,114.73635,0.48131169,0
1.1,191.2318,0.6765141,0
1.01,21.358762,0.15112422,0
1.11,22.045902,0.15928289,0
1.05,2.5788551,0.037398766,0
1.18,20.553384,0.15514072,0
1.09,40.068673,0.23578801,0
1.06,27.50738,0.18179322,0
0.81,5.1443801,0.054353385,0
0.85,18.458471,0.12945327,0
0.81,25.942203,0.15983645,0
1.02,33.385594,0.20421252,0
1.46,7.7146897,0.086664151,0
1.06,4.4444802,0.053929388,0
0.9,3.9895397,0.047519542,0
1.06,12.984956,0.11021444,0
1.0,5.6991951,0.062428836,0
1.21,18.114729,0.14381116,0
1.1,6.2414637,0.068469646,0
1.19,20.422288,0.15491548,0
1.19,7.6384602,0.080419696,0
0.97,70.697906,0.33115999,0
1.14,3.744439,0.049287373,0
1.09,52.758756,0.28325751,0
1.06,53.449456,0.28307861,0
0.75,13.752107,0.10204134,0
1.0,6.3385576,0.067014665,0
0.87,9.803224,0.085558257,0
0.65,2.8062423,0.033720767,0
0.84,144.5474,0.50848271,0
1.03,8.0472642,0.079351317,0
0.65,5.8706191,0.055157335,0
0.93,19.178913,0.13684214,0
1.02,19.23891,0.14326518,0
1.02,38.9853,0.22750813,0
1.02,1.592851,0.0273,0
1.2,14.44912,0.12334766,0
0.78,6.9913086,0.065853683,0
0.59,3.5174944,0.03795618,0
0.95,40.109955,0.22538182,0
0.98,10.350772,0.092306741,0
0.98,62.922856,0.30746136,0
1.16,3.0216686,0.042969481,0
0.95,5.0827465,0.056861248,0
1.06,41.697998,0.23989526,0
1.08,15.866218,0.12675539,0
1.11,1.3405975,0.024631043,0
1.17,13.932903,0.11938028,0
1.31,6.24658,0.0731,0
1.26,2.364369,0.03750679,0
1.34,20.310501,0.16058005,0
1.07,2.5347563,0.037204455,0
0.63,10.296725,0.079388176,0
1.1,4.4096655,0.054313886,0
1.21,4.594896,0.057626442,0
0.85,32.29688,0.18797045,0
0.8,2.9704144,0.037533371,0
1.11,4.8538693,0.058077681,0
1.15,11.046034,0.10167474,0
0.89,6.531927,0.06576585,0
0.89,100.82741,0.40771685,0
0.93,51.300634,0.26368517,0
0.95,0.93846683,0.018437273,0
1.11,6.9336648,0.073664647,0
1.14,61.037012,0.31686434,0
0.77,33.867853,0.1877291,0
1.01,52.06886,0.2737382,0
0.99,9.1149903,0.085092659,0
0.73,3.9324613,0.043892819,0
1.01,0.92103214,0.018583743,0
1.09,4.72674,0.056714337,0
1.09,1460.0,2.5915147,0
1.25,71.451778,0.36292895,0
0.86,8.0375588,0.074660658,0
0.87,1.9214374,0.028869114,0
0.87,14.20443,0.10955491,0
0.81,55.673831,0.26593285,0
0.78,4.8808385,0.05182477,0
0.92,10.561342,0.091604803,0
1.15,67.668827,0.3404092,0
1.15,153.34336,0.58728943,0
0.92,52.629842,0.26725565,0
0.88,14.878296,0.11342425,0
0.81,2.50806,0.03366897,0
0.81,820.3,1.5982808,0
0.97,59.622526,0.29560179,0
0.89,17.423952,0.12649422,0
0.81,44.964175,0.23062993,0
0.93,49.770144,0.25841427,0
0.86,43.316774,0.22949847,0
0.97,31.003381,0.19114936,0
0.94,11.791626,0.099296659,0
0.9,26.964432,0.16987048,0
0.96,7.7684662,0.075710623,0
0.89,8.6893073,0.079548073,0
1.08,11.5231,0.10241503,0
1.02,98.718041,0.42070143,0
0.77,71.525308,0.30901506,0
1.0,130.35469,0.50303016,0
0.95,88.406553,0.38171605,0
0.95,9.1096711,0.083898184,0
0.82,16.781766,0.12004368,0
0.89,14.532442,0.11208099,0
1.1,5.2486726,0.061001443,0
0.81,5.9074135,0.059603186,0
0.91,9.7678805,0.086641025,0
1.6,14.800748,0.13795539,0
1.0,16.2385,0.12547008,0
0.77,3.1268622,0.038348256,0
0.96,16.877274,0.12699935,0
0.93,12.057072,0.10042268,0
0.91,9.9768371,0.08787229,0
0.93,13.522511,0.1084032,0
1.05,134.25273,0.5214205,0
1.02,99.747622,0.42362151,0
0.84,13.227134,0.10325549,0
0.84,198.71125,0.62866264,0
0.76,3.6929837,0.042661129,0
0.76,5.7094049,0.05703936,0
0.92,34.173171,0.20039907,0
0.92,1.6829346,0.026924665,0
0.94,2.58664,0.036116819,0
0.94,789.0,1.6365787,0
0.7,16.736522,0.11367171,0
0.88,9.5907072,0.084639067,0
1.15,7.0393255,0.075294433,0
0.86,49.607733,0.25121292,0
0.52,4.1944965,0.040922663,0
0.8,1.9703425,0.028547452,0
0.87,105.95641,0.41824828,0
0.87,26.853283,0.16749978,0
1.07,49.622151,0.27024306,0
0.87,8.0880135,0.075262254,0
0.99,1.54168,0.026024602,0
1.05,11.551025,0.10162167,0
0.98,4.4697577,0.052736046,0
1.16,15.773822,0.12930645,0
1.13,60.085508,0.31264312,0
0.96,43.034227,0.23703328,0
0.91,116.3319,0.45184477,0
0.96,56.434994,0.28398734,0
0.97,105.30331,0.43191158,0
0.55,17.760801,0.10912866,0
0.82,7.9643153,0.073037596,0
0.79,4.60358,0.050055182,0
1.05,9.9172343,0.091797962,0
1.05,0.53835431,0.013160875,0
0.64,82.534252,0.31963847,0
0.8,20.160345,0.13454623,0
0.57,22.085576,0.12770473,0
0.56,1.1511665,0.017714585,0
0.83,28.267317,0.17063128,0
1.09,3.7705906,0.048781817,0
1.22,2.7073067,0.040612008,0
1.12,5.6537773,0.064487375,0
1.29,5.991857,0.0702663,0
0.31,2.25314,0.0234165,0
0.31,3.690621,0.03253122,0
0.31,7.45086,0.05304,0
0.18,24.736959,0.09376848,1
0.18,3.777931,0.028035337,0
0.15,0.46292913,0.00622,0
0.43,14.4399,0.089066818,0
0.26,5.35882,0.038757163,0
0.87,3.91405,0.0464,0
1.72,2.14878,0.043,0
0.56,2774.0,3.2,0
0.19,1982.0,1.82,0
1.98,760.0,1.613,0
1.37,511.21,1.4071478,0
1.01,6.959,0.074776338,0
0.96,5.118,0.059570689,0
1.14,4.087,0.05283716,0
0.62,2.647298,0.032604173,0
1.64,4.511164,0.063,0
1.02,1.6753728,0.023,0
0.75,1.3373508,0.019,0
0.66,3.3569866,0.0382,0
0.54,5573.55,5.36712,0
0.54,2883.5,3.4919115,0
0.42,3225.0,3.142464,0
0.22,3285.0,2.6,0
0.51,1788.5,2.3,0
0.51,4927.5,4.550625,0
0.41,2557.0,2.59,0
0.88,1224.0,2.17,0
1.14,3.101278,0.0434,0
0.85,4.0144463,0.0473,0
0.78,1.4324752,0.02289,0
1.3,1.689868,0.03035,0
1.14,3.9791,0.051,0
1.33,3.67724,0.051,0
1.52,2.4855335,0.0308,0
0.76,43500.0,22.0,0
1.53,138.317,0.65360654,0
0.94,282.5255,0.8975934,0
0.69,3.1606296,0.03734,0
1.4,25.262,0.19,0
1.4,66.5419,0.36006227,0
1.4,98.2114,0.46,0
1.4,0.09070629,0.00440792,0
1.4,0.322964,0.010200015,0
1.24,4.4264,0.06,0
0.94,2.1461,0.031761921,0
0.94,4850.0,6.886275,0
0.12,11.186,0.051470625,1
0.84,1.4200242,0.02332,0
1.16,1.645321,0.0286,0
0.74,1.3371165,0.02153,0
1.15,2.5079204,0.03783,0
0.9,1.8053564,0.02803,0
1.13,2.8792319,0.04127,0
1.41,2.032046,0.0352,0
1.03,3.71495,0.0474,0
0.72,1.540731,0.0234,0
0.44,4343.5,5.3,0
0.17,9.8658,0.049933709,0
1.1,1.796,0.03,0
1.24,4.2,0.055,0
1.04,10.79,0.0968,0
1.25,5.857342,0.0583,0
1.13,9.47725,0.098019936,0
0.87,34.556,0.206987,0
0.87,17.089,0.13042646,0
0.4,3.36008,0.0306,0
0.4,5.660172,0.0472,0
0.4,11.38014,0.0733,0
0.08,1.5108708,0.011146446,0
0.08,2.4218233,0.015262391,0
0.08,4.04961,0.021492528,1
0.08,6.099615,0.028271764,1
0.08,9.20669,0.037173625,1
0.08,12.35294,0.045183909,1
0.08,18.767,0.059539171,0
1.15,198.4,0.691242,0
1.15,559.3,1.3715782,0
1.19,562.0,1.42079,0
1.87,26.468,0.21013608,0
0.97,101.54,0.4385424,0
0.09,4.91,0.0252,1
0.09,11.409,0.0443,1
1.04,3.03007,0.04151029,0
1.36,2.47063,0.039618162,0
0.93,1.3061858,0.02282,0
1.08,3.55395,0.046751083,0
0.9,1.4822469,0.02459,0
0.7,5840.0,5.90472,0
0.7,1916.25,2.8035,0
0.5,1170.0,1.7,0
1.1,24.13861,0.16975809,0
1.0,4.927,0.057,0
1.24,2.5199454,0.03889,0
0.75,3.0927616,0.03781,0
0.77,2.84938,0.036044586,0
1.41,3.58572,0.05140044,0
1.22,0.925542,0.01985,0
1.08,1.7554137,0.02918,0
0.89,7.87288,0.075,0
0.93,9.28971,0.084399261,0
0.69,5.72149,0.055,0
1.42,3.72247,0.052823415,0
1.32,4.5421688,0.05885,0
1.29,1.5487743,0.028512053,0
1.29,10.02165,0.10346225,0
1.32,4.0460435,0.05453,0
1.02,2.49979,0.036361057,0
1.43,1.09142,0.0232,0
1.39,3.6112706,0.051483499,0
1.35,1.2749255,0.02544,0
1.17,2.9776412,0.04263,0
1.07,3.37265,0.044906488,0
1.12,3.2888,0.04562738,0
1.08,4.178062,0.052,0
1.0,5.748145,0.063089382,0
0.72,4.35301,0.046753432,0
1.04,11.55098,0.1012,0
1.06,5.322023,0.0607,0
0.8,7.133521,0.067,0
1.16,2.176423,0.034998525,0
0.98,1.4013794,0.0243,0
1.41,5.215357,0.0661,0
1.22,3.634433,0.0494,0
0.92,5.924262,0.062,0
1.62,2.24375,0.039544511,0
0.9,2.2359835,0.032335675,0
1.25,3.310651,0.0469,0
1.33,2.052868,0.0347,0
0.81,2.2783152,0.0316,0
0.76,1.7690381,0.0261,0
1.04,4.60273,0.0549,0
1.18,3.7521,0.049925201,0
1.08,4.533471,0.055000247,0
1.34,3.332609,0.048001944,0
0.84,3.836169,0.04530111,0
1.06,3.951623,0.0499,0
1.38,3.656333,0.0517,0
1.41,3.840401,0.0538,0
1.78,3.1186,0.050616176,0
0.87,3.7684952,0.0452,0
1.39,5.4060425,0.0673,0
0.95,9.62468,0.095302904,0
0.97,1.6096884,0.0266,0
0.95,1.7771255,0.02818,0
1.25,3.465509,0.04823,0
1.19,5.44354,0.0641,0
1.59,2.0219596,0.0365,0
1.08,4.153658,0.0519,0
2.28,3.73543,0.061998556,0
0.93,2.3447802,0.0337,0
1.49,5.477433,0.0694,0
1.05,1.3866532,0.0248,0
1.3,4.2337,0.0559,0
0.88,3.071722,0.03957,0
1.46,0.94145,0.021322938,0
1.04,4.5195064,0.05427,0
0.78,4.1117771,0.04632,0
0.9,0.78883899,0.016340033,0
1.35,5.367753,0.0663,0
0.89,2.152226,0.03138,0
1.2,4.8996284,0.06,0
0.89,4.322482,0.052,0
1.46,3.53269,0.05149729,0
0.78,2.9444256,0.037672267,0
1.43,2.34121,0.03886707,0
0.67,3.76483,0.041434751,0
0.86,2.7566,0.036581221,0
1.02,3.40883,0.04469,0
0.77,3.92273,0.044626633,0
1.62,1.84683,0.034591216,0
1.16,3.4059096,0.04659,0
0.72,2.71866,0.034160455,0
1.5,1.21987,0.0239,0
0.96,4.31768,0.051220942,0
1.05,3.16158,0.042839274,0
1.08,1.537366,0.02677,0
0.93,3.577469,0.0446,0
1.76,6.87188,0.085426553,0
0.93,4.055259,0.0486,0
0.86,1.3382315,0.0226,0
0.81,3.0524,0.038379459,0
0.81,421.0,1.1162433,0
0.95,4.9816819,0.0561,0
0.58,0.813475,0.0142,0
0.95,2.4238039,0.03473,0
0.95,3.12609,0.041123026,0
0.83,1.4303676,0.02335,0
1.04,4.1591289,0.051269087,0
1.04,588.5,1.4540245,0
1.04,9.03077,0.085976498,0
1.04,0.789592,0.016935154,0
0.88,2.14363,0.031172406,0
0.92,2.78174,0.03764002,0
0.96,1.6284279,0.026719277,0
0.89,1.9551,0.0293,0
0.87,1.7497798,0.0272,0
0.84,3.3098443,0.041028454,0
0.84,2840.0,5.036249,0
1.08,3.69364,0.048085769,0
1.11,4.46563,0.05493794,0
0.71,4.6171,0.048399609,0
0.89,2.8389186,0.03769,0
1.06,5.01718,0.058467963,0
0.72,7.919585,0.0700485,0
0.55,3.36101,0.036015229,0
1.19,4.305,0.054870718,0
1.82,3.8559,0.058742243,0
1.11,4.41195,0.054496791,0
1.28,4.37808,0.056855001,0
1.0,1.5732918,0.02648,0
0.93,2.3114243,0.0334,0
1.33,4.08605,0.054995761,0
0.91,4.61442,0.052553474,0
1.49,5.0843,0.066078335,0
0.98,3.86814,0.047890904,0
1.28,4.9546416,0.0617,0
1.11,3.7130203,0.04853,0
0.76,2.90367,0.036342287,0
2.78,2.21673,0.04677348,0
2.52,4.08722,0.068065715,0
0.98,2.13775,0.032251965,0
1.14,2.484193,0.0375,0
1.46,1.809886,0.033,0
1.49,1.36003,0.027432831,0
1.87,2.17518,0.04046879,0
1.43,3.66238,0.05237578,0
1.34,8.15872,0.091623704,0
1.34,4323.0,5.28,0
0.58,3.0678523,0.034400069,0
1.08,2.7164762,0.039165116,0
1.48,2.70579,0.04329717,0
1.11,4.971252,0.059,0
0.84,8.5234865,0.0771,0
1.09,2.6556777,0.039,0
1.2,1.682795,0.02946,0
0.94,4.954,0.055700125,0
0.92,3.3564227,0.043495266,0
1.55,3.916243,0.0562,0
0.84,2.798581,0.037,0
1.19,2.1746742,0.0348,0
1.33,2.7325321,0.04211,0
1.67,3.95019,0.058008776,0
1.24,2.00839,0.0335,0
1.46,2.18467,0.037372406,0
1.06,3.4252602,0.0453,0
1.18,2.07276,0.033612661,0
0.81,2.9626404,0.03762,0
1.21,5.75251,0.066938545,0
1.2,3.352057,0.047235,0
0.82,1.0187068,0.01855,0
0.29,4.8869,0.037921875,0
0.29,17.8719,0.08953845,1
0.29,217.21,0.5410875,0
0.69,6.00118,0.0571,0
0.88,3.94153,0.046785758,0
0.97,2.6158618,0.0368,0
0.98,18.157,0.132106,0
0.98,120.8,0.48115212,0
0.58,3.19154,0.036858781,0
1.1,4.12508,0.051951174,0
1.04,4.1877558,0.0515,0
1.47,3.7650007,0.0815,0
0.13,1.96876,0.01557,0
0.13,3.06008,0.02091672,0
0.13,4.65627,0.027869979,0
1.5,380.8,1.2375,0
1.13,628.96,1.4673,0
1.7,605.2,1.70544,0
1.76,7665.0,9.12912,0
1.76,1200.0,2.77776,0
1.4,522.3,1.42527,0
1.7,417.9,1.307865,0
0.83,2502.0,4.2253028,0
2.7,594.9,1.952003,0
1.23,428.5,1.2023379,0
1.4,903.3,2.052461,0
1.47,415.2,1.267342,0
1.47,964.6,2.1735252,0
1.05,511.098,1.59854,0
1.5,1285.0,2.6869529,0
1.5,357.8,1.104455,0
3.04,530.32,1.9149866,0
3.04,3186.0,6.1830362,0
2.17,277.02,1.1061798,0
2.13,187.83,0.84513962,0
3.09,1630.0,3.932955,0
1.09,6.2679,0.06839,0
1.19,3117.0,4.7844,0
0.89,39.8458,0.21975276,0
0.89,102.54,0.41285743,0
1.34,3.3124568,0.049002965,0
0.78,162.87,0.5467156,1
0.78,636.13,1.3510752,0
0.78,20.0,0.1332394,0
0.78,49.41,0.24942735,0
2.3,305.5,1.1705622,0
1.3,4.617033,0.059235688,0
1.3,241.258,0.85566674,0
1.3,1276.46,2.62541,0
0.41,28.1656,0.13456,1
0.41,7.9069606,0.05769,0
0.12,3.204,0.021,0
0.12,6.689,0.035,1
0.12,13.031,0.054,1
